album,total_m,m_comments,m_ratio,total_comments,m_per_comment,m_per_comment_l95,m_per_comment_user,avg_date,m_over_xM,m_over_xM_rank,Primary Genre
Between-the-Buried-and-Me-Alaska,24,19,1.263157894736842,2120,0.011320754716981131,0.007917376890093086,0.00982136231877152,2011-08-21,3.1787118842043767,133,Progressive Metal
Summoning-Oath-Bound,11,11,1,269,0.040892193308550186,0.023699242169152306,0.02912681552877765,2012-08-01,3.164886622758812,134,Black Metal
Paysage-dHiver-Paysage-dHiver,16,14,1.1428571428571428,584,0.0273972602739726,0.017580195717363023,0.022150194465244404,2014-03-28,3.0642864322972674,135,Black Metal
Suffocation-Effigy-of-the-Forgotten,40,35,1.1428571428571428,872,0.045871559633027525,0.0351161633709178,0.0424624077035621,2016-04-05,2.9727804824938526,136,Death Metal
Gamma-Ray-Land-of-the-Free,5,5,1,94,0.05319148936170213,0.02194693124670738,0.022495639455469313,2014-01-21,2.8854098911858848,137,Power Metal
Sodom-M-16,13,13,1,423,0.030732860520094562,0.018672780822100197,0.023948420599488925,2012-03-01,2.8698180864161844,138,Thrash Metal
Slayer-South-of-Heaven,14,14,1,420,0.03333333333333333,0.02069099892968489,0.026501730407789355,2013-01-12,2.8692732287284706,139,Thrash Metal
Edge-of-Sanity-Purgatory-Afterglow,9,9,1,378,0.023809523809523808,0.012784514431048676,0.016225894517351264,2012-06-13,2.8666118724412217,140,Melodic Death Metal
Sepultura-Chaos-A.D.,6,5,1.2,75,0.08,0.03720047535613345,0.042886893761644826,2017-04-21,2.783482967876638,141,Thrash Metal
Dissection-The-Somberlain,8,8,1,151,0.052980132450331126,0.027538637867249943,0.03458333076723921,2014-08-11,2.777917054146879,142,Black Metal
Eyehategod-Dopesick,6,5,1.2,192,0.03125,0.014046374361763748,0.016810818610620518,2013-11-08,2.7723228267608606,143,Sludge Metal
Watchtower-Control-and-Resistance,7,7,1,299,0.023411371237458192,0.011306183316745133,0.014215030873777129,2012-08-17,2.749705768740638,144,Progressive Metal
Windir-1184,6,6,1,152,0.039473684210526314,0.017848445146940464,0.021420409798337998,2011-10-10,2.744097710652624,145,Black Metal
Symphony-X-The-Odyssey,5,5,1,151,0.033112582781456956,0.013406967488062388,0.015042328643245294,2014-08-27,2.7286083748699608,146,Progressive Metal
Triptykon-Eparistera-Daimones,10,10,1,106,0.09433962264150944,0.05405171395776836,0.06870914265185481,2014-03-25,2.7168308789033913,147,Doom Metal
Godflesh-Pure,4,4,1,96,0.041666666666666664,0.014531006028696482,0.014481730539955766,2016-03-27,2.6097538681642463,148,Industrial
Slayer-Hell-Awaits,15,15,1,380,0.039473684210526314,0.02499512481291807,0.03260978484428063,2014-07-15,2.608281759173361,149,Thrash Metal
Deathspell-Omega-Si-Monvmentvm-Reqvires-Circvmspice,6,6,1,107,0.056074766355140186,0.02565368506985386,0.03204275310997389,2013-11-13,2.5714254172327937,150,Black Metal
Mastodon-Leviathan,55,54,1.0185185185185186,2285,0.024070021881838075,0.019154921015264934,0.022952995443789585,2014-09-26,2.5524054109407994,151,Sludge Metal
Akercocke-Words-That-Go-Unspoken...,8,8,1,145,0.05517241379310345,0.028708532112336184,0.03777181712562978,2015-05-24,2.5230865167836822,152,Death Metal
Anthrax-Among-the-Living,20,20,1,441,0.045351473922902494,0.030764014015507553,0.039690876192959426,2015-01-14,2.4963235989048926,153,Thrash Metal
Cult-of-Luna-Salvation,18,18,1,831,0.021660649819494584,0.014279204388689633,0.018686885312637683,2013-02-15,2.4711983051980844,154,Post Metal
Dio-The-Last-in-Line,5,5,1,114,0.043859649122807015,0.017940610624402248,0.02222418044741041,2012-06-13,2.466443428995213,155,Heavy Metal
Meshuggah-I,9,9,1,372,0.024193548387096774,0.01299288386085271,0.017612691545067092,2012-12-22,2.4480787452350414,156,Progressive Metal
Norther-Mirror-of-Madness,3,3,1,45,0.06666666666666667,0.018651072549145734,0.013584549161168488,2010-11-12,2.388695287747418,157,Melodic Death Metal
Dark-Tranquillity-The-Gallery,30,23,1.3043478260869565,1024,0.029296875,0.02140101951834882,0.026979322714118015,2013-10-16,2.373173540743153,158,Melodic Death Metal
Amorphis-Tales-From-the-Thousand-Lakes,5,5,1,106,0.04716981132075472,0.019354381893424095,0.025092296633071165,2014-01-19,2.340216556894457,159,Melodic Death Metal
Vio-Lence-Eternal-Nightmare,4,4,1,91,0.04395604395604396,0.015378276273324797,0.018551446035888274,2012-05-30,2.3118184107341673,160,Thrash Metal
Accept-Balls-to-the-Wall,4,4,1,95,0.042105263157894736,0.014692947031855502,0.0179340996816673,2012-10-03,2.2962605302416064,161,Heavy Metal
Melvins-Bullhead,6,5,1.2,177,0.03389830508474576,0.015266054507935303,0.021049259195331297,2015-01-02,2.2742811224263604,162,Sludge Metal
Melvins-Houdini,6,6,1,240,0.025,0.011185833178464805,0.01639939654044543,2013-06-27,2.0641448302930967,163,Sludge Metal
Saint-Vitus-Born-Too-Late,8,8,1,209,0.03827751196172249,0.019754291260305184,0.028479002622794288,2014-09-22,2.0478884518359934,164,Doom Metal
Incantation-Diabolical-Conquest,8,8,1,209,0.03827751196172249,0.019754291260305184,0.028705504546146555,2014-12-02,2.0005495498553696,165,Death Metal
Machine-Head-Burn-My-Eyes,5,5,1,101,0.04950495049504951,0.02035658682714722,0.029719574361386204,2015-10-07,1.9983229894999937,166,Thrash Metal
Bolt-Thrower-The-IVth-Crusade,4,4,1,49,0.08163265306122448,0.029997381179751675,0.0428925147326997,2015-07-19,1.8982667780977145,167,Death Metal
Judas-Priest-Screaming-for-Vengeance,3,3,1,71,0.04225352112676056,0.011142960917930773,0.015785020517324198,2016-06-27,1.879263543269982,168,Heavy Metal
Corrosion-of-Conformity-Deliverance,4,4,1,70,0.05714285714285714,0.02035225276525724,0.03154107395790291,2013-04-01,1.792124822946796,169,Stoner Rock
Kreator-Pleasure-to-Kill,13,13,1,310,0.041935483870967745,0.025564148705471045,0.03623114450151273,2014-06-16,1.7683452045310555,170,Thrash Metal
Voivod-Killing-Technology,10,10,1,331,0.030211480362537766,0.016897223615086002,0.025277100131238718,2015-12-28,1.6332798565599849,171,Thrash Metal
Iron-Maiden-Brave-New-World,17,16,1.0625,661,0.025718608169440244,0.01674287404443629,0.023326604426189865,2014-05-21,1.5811144742885,172,Heavy Metal
Iron-Maiden-Killers,13,13,1,622,0.02090032154340836,0.012661538545618425,0.018370940367172503,2014-11-15,1.5732750916187026,173,Heavy Metal
Obituary-Cause-of-Death,12,12,1,470,0.02553191489361702,0.01512615302453856,0.022187827438569074,2013-02-21,1.5717211038725347,174,Death Metal
Pestilence-Testimony-of-the-Ancients,5,5,1,160,0.03125,0.01263011286711778,0.02158977634934559,2014-01-27,1.545635784104706,175,Death Metal
Type-O-Negative-October-Rust,7,7,1,180,0.03888888888888889,0.018952208687485792,0.03043695193104115,2013-04-05,1.521348652412593,176,Gothic
Artillery-By-Inheritance,12,12,1,373,0.032171581769437,0.01910039106297094,0.028252638189115244,2015-07-19,1.461765955460014,177,Thrash Metal
Destruction-Release-from-Agony,3,3,1,56,0.05357142857142857,0.014533200336047603,0.028520497369829048,2013-03-05,1.4028521472895732,178,Thrash Metal
Ensiferum-Ensiferum,7,7,1,305,0.022950819672131147,0.011080736355134742,0.018412136914743995,2012-10-07,1.3842982410030813,179,Folk
Danzig-Danzig-II-Lucifuge,5,5,1,96,0.052083333333333336,0.021467837267799682,0.03771159775504383,2013-06-29,1.3796866155157923,180,Doom Metal
Sacramentum-Far-Away-from-the-Sun,9,9,1,232,0.03879310344827586,0.020965055978972077,0.032923148782149046,2014-04-22,1.3618294825414217,181,Black Metal
Fall-of-Efrafa-Inle,3,3,1,110,0.02727272727272727,0.006909239707448247,0.015189409135543896,2016-08-19,1.3291649950901712,182,Post Metal
Repulsion-Horrified,6,6,1,219,0.0273972602739726,0.012280042973211554,0.02134350645506978,2013-02-05,1.3257720863397182,183,Grind
Arcturus-The-Sham-Mirrors,5,5,1,257,0.019455252918287938,0.0077726643812256625,0.014318011871913738,2010-02-10,1.3202709489181694,184,Progressive Metal
Anacrusis-Screams-and-Whispers,7,7,1,301,0.023255813953488372,0.011230022206889281,0.019097905199433766,2013-03-17,1.2515305349704362,185,Thrash Metal
Dead-Congregation-Graves-of-the-Archangels,13,13,1,444,0.02927927927927928,0.017781917868958927,0.026606395665061604,2012-12-16,1.1867603247126473,186,Death Metal
Zao-Where-Blood-and-Fire-Bring-Rest,4,4,1,273,0.014652014652014652,0.004912042127877438,0.010461093822700874,2014-03-26,1.1441213864026614,187,Metalcore
Windir-Arntor,4,4,1,101,0.039603960396039604,0.013771815910064135,0.02890691840621944,2014-03-04,1.0804012409718367,188,Black Metal
Nevermore-Dead-Heart-In-A-Dead-World,5,5,1,124,0.04032258064516129,0.016438927292411917,0.03177390131848927,2014-04-29,1.0600362365073304,189,Thrash Metal
Overkill-Feel-the-Fire,4,4,1,75,0.05333333333333334,0.018899108746815677,0.040364565019661736,2013-02-18,0.9726576235253701,190,Thrash Metal
Suffocation-Human-Waste,5,5,1,88,0.056818181818181816,0.023521116936266184,0.04592302640697946,2016-03-02,0.9587736761858071,191,Death Metal
Paradise-Lost-Draconian-Times,6,6,1,171,0.03508771929824561,0.015815301989762214,0.02948246793183142,2015-07-23,0.9584979836568269,192,Doom Metal
Hypocrisy-Hypocrisy,3,3,1,97,0.030927835051546393,0.007914725921343867,0.02213813578985102,2009-04-07,0.8526008283844511,193,Melodic Death Metal
X-Japan-Blue-Blood,1,1,1,39,0.02564102564102564,0,0.003821258709003866,2010-10-27,0.8509709103488492,194,Progressive Metal
Wolves-in-the-Throne-Room-Two-Hunters,2,2,1,32,0.0625,0.009128737774005871,0.03663200747947731,2015-12-20,0.827775760656726,195,Black Metal
Iced-Earth-Burnt-Offerings,6,6,1,161,0.037267080745341616,0.01682402972011675,0.03224610342674683,2015-12-04,0.8083773482937604,196,Thrash Metal
Immortal-Pure-Holocaust,8,8,1,160,0.05,0.025952121185254858,0.04534372055679937,2012-05-07,0.7450047109121016,197,Black Metal
Mr.-Bungle-Mr.-Bungle,2,2,1,88,0.022727272727272728,0.002284806975211457,0.014885564212087934,2016-08-26,0.6900703493362619,198,Experimental
In-Flames-The-Jester-Race,36,35,1.0285714285714285,1631,0.022072348252605765,0.016583485920806145,0.02165114210417958,2014-11-30,0.6869872280831075,199,Melodic Death Metal
Pig-Destroyer-Phantom-Limb,2,2,1,224,0.008928571428571428,7.407419126684005e-4,0.005962342517758732,2010-05-31,0.6644352760220438,200,Grind
Rainbow-Rising,1,1,1,31,0.03225806451612903,0,0.01310219609496856,2017-11-26,0.5938319210559746,201,Hard Rock
Brutal-Truth-Extreme-Conditions-Demand-Extreme-Responses,2,2,1,84,0.023809523809523808,0.0024254381012677947,0.01690419833453143,2013-03-11,0.5800473398993599,202,Grind
Testament-The-New-Order,3,3,1,70,0.04285714285714286,0.011319696082520418,0.034573429184881564,2015-06-07,0.5798599570582905,203,Thrash Metal
Opeth-In-Live-Concert-at-the-Royal-Albert-Hall,4,4,1,117,0.03418803418803419,0.011797549340999539,0.029325593562873595,2013-01-16,0.5689055531437898,204,Progressive Metal
Strapping-Young-Lad-City,3,3,1,84,0.03571428571428571,0.00925849614249151,0.02904519824125892,2017-11-09,0.5602033477342505,205,Industrial
Rainbow-Long-Live-Rock-n-Roll,3,3,1,120,0.025,0.00629318873277793,0.020635278120754007,2014-07-13,0.5237666255095192,206,Hard Rock
HORSE-the-band-Desperate-Living,5,4,1.25,387,0.012919896640826873,0.005127962590855829,0.01161708848185023,2016-09-14,0.504186757523961,207,Metalcore
Danzig-Danzig-III-How-The-Gods-Kill,5,5,1,216,0.023148148148148147,0.009281922948316576,0.02100683654343656,2014-05-11,0.46252330661770263,208,Doom Metal
Kreator-Coma-of-Souls,6,6,1,149,0.040268456375838924,0.018218174684564152,0.03782581770745557,2014-01-26,0.36395316158911956,209,Thrash Metal
Burst-Lazarus-Bird,4,4,1,388,0.010309278350515464,0.0034330911678014508,0.00942386687490913,2011-02-08,0.3435396525352572,210,Progressive Metal
Vital-Remains-Dechristianize,4,4,1,201,0.01990049751243781,0.006724878317431411,0.018316418697271714,2012-09-02,0.3183998418483855,211,Death Metal
My-Dying-Bride-Turn-Loose-the-Swans,5,3,1.6666666666666667,201,0.024875621890547265,0.009991573272525815,0.02346782801543519,2012-01-04,0.28296656889752686,212,Doom Metal
Gamma-Ray-Somewhere-Out-in-Space,1,1,1,54,0.018518518518518517,0,0.013657785933199341,2014-07-09,0.2624795596072355,213,Power Metal
Diablo-Swing-Orchestra-Pandoras-Pinata,2,2,1,142,0.014084507042253521,0.0012625758770212978,0.01232660148018698,2014-07-01,0.2496225898134489,214,Metal
Moonsorrow-Jumalten-Aika,13,13,1,738,0.017615176151761516,0.010660908077772271,0.017351768691691728,2016-07-20,0.19439470553150356,215,Folk
Kyuss-Blues-for-the-Red-Sun,2,2,1,84,0.023809523809523808,0.0024254381012677947,0.02167588357003888,2015-03-16,0.1792257801167339,216,Stoner Rock
Helmet-Betty,2,2,1,134,0.014925373134328358,0.0013540158843471893,0.013608731387632744,2012-10-31,0.17642999405721224,217,Post Hardcore
Motorhead-Iron-Fist,1,1,1,31,0.03225806451612903,0,0.02743536282893803,2013-02-14,0.149503752302921,218,Heavy Metal
Darkthrone-Transilvanian-Hunger,12,12,1,411,0.029197080291970802,0.01731790589883016,0.028931224690104593,2015-06-12,0.1092666523670117,219,Black Metal
Earth-Earth-2,2,2,1,183,0.01092896174863388,9.352060358725888e-4,0.010346257344976593,2012-09-27,0.10663490586928338,220,Drone
Symphony-X-The-Divine-Wings-of-Tragedy,2,2,1,106,0.018867924528301886,0.0018059678032357508,0.018001634490571034,2014-02-24,0.0918267439994703,221,Progressive Metal
Giant-Squid-The-Ichthyologist,1,1,1,73,0.0136986301369863,0,0.012559048856961791,2013-07-28,0.08318943344178918,222,Progressive Rock
Type-O-Negative-Bloody-Kisses,9,7,1.2857142857142858,363,0.024793388429752067,0.013318490289645652,0.024582796917207352,2016-02-06,0.07644471905373139,223,Gothic
Edge-of-Sanity-Crimson-II,5,5,1,207,0.024154589371980676,0.009695089899514557,0.02396554541343712,2012-01-17,0.039132099418516274,224,Melodic Death Metal
Windir-Likferd,4,4,1,97,0.041237113402061855,0.014372578190585836,0.04113695764661881,2015-04-28,0.009715108277975462,225,Black Metal
Black-Flag-The-First-Four-Years,0,0,NaN,21,0,0,0,2008-09-02,0,226,Hardcore
Pantera-Reinventing-Hell-The-Best-of-Pantera,0,0,NaN,12,0,0,1.3333333333333334e-4,2006-12-19,-0.0016,227,Metal
Plini-Sweet-Nothings,0,0,NaN,1,0,0,0.0019230769230769232,2017-05-05,-0.0019230769230769232,228,Progressive Metal
Iron-Maiden-Best-of-the-Beast,0,0,NaN,19,0,0,1.7750954113783616e-4,2007-04-15,-0.003372681281618887,229,Heavy Metal
Incubus-Alive-at-Red-Rocks,0,0,NaN,19,0,0,3.7909900802426234e-4,2006-02-21,-0.007202881152460984,230,Alternative Rock
Black-Sabbath-We-Sold-Our-Soul-For-Rock-N-Roll,0,0,NaN,23,0,0,4.53949359427015e-4,2007-01-06,-0.010440835266821345,231,Doom Metal
Lamb-of-God-Killadelphia,0,0,NaN,53,0,0,2.997982674735968e-4,2006-12-01,-0.015889308176100632,232,Thrash Metal
Vinterland-Welcome-My-Last-Chapter,8,8,1,290,0.027586206896551724,0.014161658562127213,0.0276565411241542,2012-12-27,-0.020396926004718277,233,Black Metal
Sleep-Sleeps-Holy-Mountain,3,3,1,94,0.031914893617021274,0.00818934128913703,0.032180626301759406,2015-10-02,-0.024978872365384402,234,Stoner Rock
Gamma-Ray-No-World-Order,0,0,NaN,19,0,0,0.0016859093598725916,2008-10-31,-0.03203227783757924,235,Power Metal
Propagandhi-Potemkin-City-Limits,0,0,NaN,53,0,0,6.161944330113431e-4,2008-08-17,-0.03265830494960118,236,Punk
Rage-Against-the-Machine-Live-at-the-Grand-Olympic-Auditorium-DVD,0,0,NaN,40,0,0,0.0010753009622841158,2005-03-14,-0.04301203849136463,237,Metal
Enslaved-Below-the-Lights,6,6,1,173,0.03468208092485549,0.015627884786092117,0.034992816886703484,2012-07-13,-0.053757321399703406,238,Black Metal
Dream-Theater-Score,0,0,NaN,32,0,0,0.001688892365697392,2008-05-07,-0.054044555702316546,239,Progressive Metal
Napalm-Death-From-Enslavement-to-Obliteration,0,0,NaN,6,0,0,0.010851517100450965,2017-07-30,-0.06510910260270579,240,Grind
Shai-Hulud-That-Within-Blood-Ill-Tempered,0,0,NaN,23,0,0,0.0028640902532153134,2010-04-26,-0.0658740758239522,241,Hardcore
7-Angels-7-Plagues-Jhazmynes-Lullaby,3,3,1,341,0.008797653958944282,0.002110992254237505,0.008996161340693148,2012-03-22,-0.06769101717636321,242,Metalcore
Nevermore-Dreaming-Neon-Black,0,0,NaN,6,0,0,0.017542189366786143,2018-01-24,-0.10525313620071686,243,Thrash Metal
Moonspell-Wolfheart,0,0,NaN,40,0,0,0.0027326628397740015,2011-07-08,-0.10930651359096005,244,Gothic
Children-of-Bodom-Tokyo-Warhearts,0,0,NaN,26,0,0,0.004345378682984986,2007-06-08,-0.11297984575760964,245,Melodic Death Metal
Dragged-Into-Sunlight-Hatred-For-Mankind,6,6,1,183,0.03278688524590164,0.014753641212458882,0.03347456454620617,2015-06-25,-0.1258453119557286,246,Death Metal
John-Petrucci-Suspended-Animation,0,0,NaN,25,0,0,0.00522802834621503,2009-07-11,-0.13070070865537575,247,Progressive Metal
Megadeth-Greatest-Hits-Back-to-the-Start,0,0,NaN,50,0,0,0.0026407588311880598,2008-02-05,-0.132037941559403,248,Thrash Metal
Cradle-of-Filth-Vempire-or-Dark-Fairytales-in-Phallustei,8,8,1,169,0.047337278106508875,0.024538303823314726,0.04812385362795228,2010-08-22,-0.13293126312393577,249,Black Metal
Cypress-Hill-Cypress-Hill,0,0,NaN,19,0,0,0.007562358248503143,2010-11-20,-0.14368480672155973,250,Hip-Hop
Dream-Theater-Live-at-Budokan,0,0,NaN,41,0,0,0.003825321574118782,2006-07-29,-0.15683818453887005,251,Progressive Metal
Rhapsody-of-Fire-Power-of-the-Dragonflame,0,0,NaN,23,0,0,0.007170216192801325,2010-10-17,-0.16491497243443048,252,Power Metal
Porcupine-Tree-Arriving-Somewhere...,0,0,NaN,28,0,0,0.00592754388800911,2010-04-11,-0.16597122886425508,253,Progressive Rock
Bruce-Dickinson-Accident-of-Birth,0,0,NaN,16,0,0,0.011162006329457496,2010-05-28,-0.17859210127131994,254,Heavy Metal
Judas-Priest-Unleashed-in-the-East,2,2,1,98,0.02040816326530612,0.001992796188363708,0.02227363430416921,2013-09-22,-0.18281616180858284,255,Heavy Metal
Propagandhi-Todays-Empires-Tomorrows-Ashes,0,0,NaN,63,0,0,0.002988388437648527,2009-03-27,-0.1882684715718572,256,Punk
Kamelot-Epica,5,5,1,233,0.02145922746781116,0.00859035299757772,0.022297658169864634,2013-09-22,-0.1953543535784598,257,Power Metal
King-Diamond-Conspiracy,1,1,1,60,0.016666666666666666,0,0.01996170894775546,2014-06-06,-0.19770253686532757,258,Heavy Metal
Deathspell-Omega-Kenose,0,0,NaN,18,0,0,0.01149093085035712,2017-11-11,-0.20683675530642814,259,Black Metal
Porcupine-Tree-Stupid-Dream,0,0,NaN,36,0,0,0.005895092927792971,2015-11-05,-0.21222334540054696,260,Progressive Rock
Iron-Maiden-Rock-in-Rio-DVD,0,0,NaN,30,0,0,0.007145932852586535,2008-11-24,-0.21437798557759605,261,Heavy Metal
Ayreon-Into-the-Electric-Castle,0,0,NaN,14,0,0,0.015650395565025416,2011-11-24,-0.21910553791035584,262,Progressive Metal
Stratovarius-Visions,0,0,NaN,33,0,0,0.006833694752747744,2010-03-01,-0.22551192684067556,263,Power Metal
Buckethead-Population-Override,0,0,NaN,30,0,0,0.007648071948573733,2011-05-27,-0.229442158457212,264,Experimental
Cypress-Hill-Black-Sunday,0,0,NaN,39,0,0,0.005982735300752419,2011-07-17,-0.23332667672934435,265,Hip-Hop
Suicidal-Tendencies-Lights...Camera...Revolution,0,0,NaN,48,0,0,0.005224793624554723,2010-05-05,-0.2507900939786267,266,Hardcore
Motorhead-Inferno,0,0,NaN,28,0,0,0.009452168343961165,2009-07-06,-0.26466071363091265,267,Heavy Metal
Dream-Theater-Live-Scenes-From-New-York,0,0,NaN,20,0,0,0.013801553290689971,2009-04-23,-0.27603106581379944,268,Progressive Metal
Burzum-Det-som-engang-var,0,0,NaN,17,0,0,0.016438924786789794,2018-02-07,-0.27946172137542646,269,Black Metal
Buckethead-Colma,0,0,NaN,24,0,0,0.012040282948152396,2012-06-24,-0.2889667907556575,270,Experimental
Ministry-The-Mind-Is-a-Terrible-Thing-to-Taste,0,0,NaN,21,0,0,0.014060066637246129,2013-04-28,-0.2952613993821687,271,Industrial
Nasum-Shift,0,0,NaN,38,0,0,0.007791341066890842,2011-10-31,-0.296070960541852,272,Grind
Ozzy-Osbourne-Tribute,0,0,NaN,29,0,0,0.01025981858292808,2008-07-20,-0.29753473890491433,273,Heavy Metal
Slayer-Decade-of-Aggression,0,0,NaN,23,0,0,0.013416017067346289,2009-05-09,-0.3085683925489646,274,Thrash Metal
Epica-Design-Your-Universe,0,0,NaN,50,0,0,0.006505755133959444,2011-02-18,-0.32528775669797216,275,Power Metal
Incubus-S.C.I.E.N.C.E.,0,0,NaN,25,0,0,0.01317628393363611,2015-09-17,-0.32940709834090276,276,Alternative Rock
Nightwish-Oceanborn,2,2,1,235,0.00851063829787234,7.014082778792428e-4,0.009944028854076874,2010-12-16,-0.3368467807080654,277,Power Metal
Pantera-Vulgar-Display-of-Power,18,17,1.0588235294117647,909,0.019801980198019802,0.013048425426994886,0.020173291250174887,2012-08-30,-0.33752174640897226,278,Metal
Bruce-Dickinson-The-Chemical-Wedding,0,0,NaN,45,0,0,0.007854611902473642,2013-02-11,-0.3534575356113139,279,Heavy Metal
Bathory-Hammerheart,8,7,1.1428571428571428,284,0.028169014084507043,0.014465040229779017,0.029416153023976356,2014-08-10,-0.3541874588092849,280,Black Metal
Blue-Oyster-Cult-Fire-of-Unknown-Origin,0,0,NaN,37,0,0,0.009691073330074998,2014-09-09,-0.3585697132127749,281,Hard Rock
Pantera-Official-Live-101-Proof,0,0,NaN,40,0,0,0.009175126155735092,2008-10-26,-0.36700504622940366,282,Metal
Kayo-Dot-Dowsing-Anemone-With-Copper-Tongue,0,0,NaN,78,0,0,0.004722621192626349,2014-12-19,-0.3683644530248552,283,Experimental
Opeth-Lamentations,0,0,NaN,35,0,0,0.011578634479341498,2008-08-28,-0.40525220677695245,284,Progressive Metal
Iron-Maiden-Rock-in-Rio,0,0,NaN,32,0,0,0.012701868880629838,2011-06-01,-0.4064598041801548,285,Heavy Metal
Gojira-The-Way-of-All-Flesh,0,0,NaN,15,0,0,0.028421725365294345,2017-08-13,-0.42632588047941516,286,Death Metal
